FrameIndex,HandType,JointID,LocalPosX,LocalPosY,LocalPosZ,LocalRotX,LocalRotY,LocalRotZ,LocalRotW,Timestamp,WorldPosX,WorldPosY,WorldPosZ,WorldRotX,WorldRotY,WorldRotZ,WorldRotW
0,Left,0,0.0020,-0.0055,0.0654,0.0000,0.0000,0.0000,1.0000,0.023,,,,,,
0,Left,1,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.023,-0.0939,0.4318,-0.1705,0.0513,0.0581,-0.6768,-0.7321
0,Left,2,0.0276,-0.0197,0.0362,-0.1517,0.1848,-0.5998,0.7636,0.023,,,,,,
0,Left,3,0.0000,0.0000,0.0325,0.0326,-0.0675,0.0832,0.9937,0.023,,,,,,
0,Left,4,0.0000,0.0000,0.0338,-0.0543,0.0647,-0.0834,0.9929,0.023,,,,,,
0,Left,5,-0.0007,0.0010,0.0246,0.0000,0.0000,0.0000,1.0000,0.023,,,,,,
0,Left,6,0.0185,-0.0113,0.0373,0.0000,0.0000,0.0000,1.0000,0.023,,,,,,
0,Left,7,0.0050,0.0040,0.0587,0.1567,-0.0953,-0.0241,0.9827,0.023,,,,,,
0,Left,8,0.0000,0.0000,0.0379,0.2269,-0.0011,0.0263,0.9736,0.023,,,,,,
0,Left,9,0.0000,0.0000,0.0243,0.0748,-0.0247,0.0168,0.9968,0.023,,,,,,
0,Left,10,-0.0003,0.0010,0.0224,0.0000,0.0000,0.0000,1.0000,0.023,,,,,,
0,Left,11,0.0023,-0.0085,0.0351,0.0000,0.0000,0.0000,1.0000,0.023,,,,,,
0,Left,12,-0.0006,0.0060,0.0605,0.1740,-0.1183,0.0237,0.9773,0.023,,,,,,
0,Left,13,0.0000,0.0000,0.0429,0.2501,-0.0014,0.0125,0.9681,0.023,,,,,,
0,Left,14,0.0000,0.0000,0.0275,0.0487,0.0016,0.0483,0.9976,0.023,,,,,,
0,Left,15,-0.0003,0.0011,0.0250,0.0000,0.0000,0.0000,1.0000,0.023,,,,,,
0,Left,16,-0.0150,-0.0060,0.0348,0.0000,0.0000,0.0000,1.0000,0.023,,,,,,
0,Left,17,-0.0025,-0.0005,0.0539,0.1669,-0.1311,0.0680,0.9748,0.023,,,,,,
0,Left,18,0.0000,0.0000,0.0390,0.2383,0.0051,0.0385,0.9704,0.023,,,,,,
