scenarioNo,scenarioName,phase,stepName,stepNo,subStepNo,duration,textInstruction,voiceInstruction,handTrackingFileName,conditionType,conditionParams,patientAnimationClip,movementType,videoStartTime,videoEndTime,contactTarget,pivotTarget,pivotPlaneAxis,invertAngle
1,두개골OM교정,시작,가이드,0,1,0,필요시 [설정]으로 환자 위치를 맞추고 [시작]을 누르세요.,시작,,,,,,,,,,,
1,두개골OM교정,평가,진단,1,1,0,양손으로 후두부를 받쳐 6초간 유지하며 굴곡·신전을 확인하세요.,진단1,OM진단2,cranialTouch,진단2;hold=6,굴곡신전,,,,,,,
1,두개골OM교정,평가,진단,1,2,3,우측이 굴곡되지 않습니다. 우측 OM 기능장애입니다.,진단결과,,,,,,,,,,,
1,두개골OM교정,교정,파지,1,1,0,"보조수 왼손은 후두골을 받치고, 주동수 오른손은 관골궁과 유양돌기를 파지하세요.",파지,OM교정,cranialGrip,,,,,,,,,
1,두개골OM교정,교정,견착,2,1,0,후두골을 잡은 팔의 삼각근을 이마에 밀착시키세요.,견착,,cranialPressure,2;brace,,,,,,,,
1,두개골OM교정,교정,굴곡외회전,3,1,0,"보조수 왼손은 굴곡 방향, 주동수 오른손은 외회전 방향으로 잠그세요.",굴곡외회전,,cranialPressure,2;brace,,,,,,,,
1,두개골OM교정,교정,호흡,4,1,0,잠금을 유지한 채 3회 호흡을 유도하며 굴곡·신전을 만드세요.,호흡,,cranialDepthBreath,gripGate;breaths=3;inhale=2;exhale=3;brace,굴곡신전,,,,,,,
1,두개골OM교정,재평가,재평가,1,1,10,처음 위치에서 좌우를 다시 촉진해 굴곡이 같은지 확인하세요.,재평가,OM진단2,cranialTouch,진단2;hold=6,굴곡신전,,,,,,,
1,두개골OM교정,종료,가이드,0,1,0,실습을 마칩니다. [메인] 버튼을 누르세요.,종료,,,,,,,,,,,
